101 Reykjavik;0;4.0;5;adult;
The 120 Days of Sodom;0;2.5;37;adult;classic;
The 25th Hour;0;4.2;117;adult;crime;mystery;
2010: Odyssey Two;0;4.3;289;adult;adventure;classic;fantasy;romance;space;
4.50 From Paddington;0;4.4;335;adult;histor;mystery;
42nd Street;0;4.0;2;adult;
48 Shades of Brown;0;3.3;9;adult;
491 Lars Gorling;0;5.0;2;adult;
50 Shades of Grey;0;3.5;33375;adult;romance;
50 Ways of Saying Fabulous;0;4.6;7;adult;fantasy;romance;space;
52 Pick-Up;0;4.2;79;adult;adventure;mystery;
58 Minutes;0;4.2;8;adult;crime;mystery;
633 Squadron;0;4.0;3;adult;drama;histor;
The A.B.C. Murders;0;4.3;194;adult;mystery;
About a Boy;0;4.3;394;adult;
About Schmidt;0;3.5;44;adult;histor;
Absolute Power;0;4.4;700;adult;mystery;
The Accidental Tourist;0;4.1;195;adult;mystery;
Across 110th;0;4.0;2;adult;
Adam Resurrected;0;3.7;7;adult;histor;
Addie Pray;0;4.5;30;adult;histor
Adolphe;0;4.7;3;adult;
The Adventurers;0;4.6;62;adult;adventure;drama;mystery;tragedy;
The Adventures of Captain Alatriste;0;3.8;102;adult;adventure;histor;
The Adventures of Hajji Baba of Ispahan;0;4.6;10;adult;adventure;
Adventures of Huckleberry Finn;0;4.3;1416;adult;adventure;classic;
The Adventures of Pinocchio;0;4.5;40;adult;histor;
The Adventures of Sherlock Holmes;0;4.6;235;adult;adventure;classic;
The Adventures of Tom Sawyer;0;4.5;1102;adult;adventure;classic;romance;
Advise and Consent;0;4.6;76;adult;
Aelita;0;1.0;1;adult;adventure;fantasy;space;
The African Queen;0;4.2;41;adult;adventure;classic;drama;
After Dark, My Sweet;0;4.3;23;adult;mystery;
After Hours 1979;0;4.8;5;child;
After the Funeral;0;4.3;136;adult;classic;crime;histor;mystery;
The Age of Innocence;0;4.3;439;teen;classic;histor;
The Agony and the Ecstasy;0;4.6;225;adult;classic;histor;
Aimez-vous Brahms?;0;4.5;2;adult;
Air America 1985;0;4.4;23;adult;
Airborn;0;4.6;188;teen;adventure;fantasy;voyage;
Airport;0;4.5;128;adult;adventure;drama;mystery;
Alice Adams;0;3.7;30;adult;
Allan Quatermain;0;4.2;234;adult;
All Fall Down;0;4.1;179;teen;adventure;mystery;
All the Brothers Were Valiant;0;3.7;7;adult;
All the King's Men;0;4.3;384;teen;classic;
All the Pretty Horses;0;4.2;686;adult;western;
All the Rivers Run;0;4.0;10;adult;
All the Way;0;4.4;5;adult;classic;drama;histor;
All You Need Is Kill;0;4.8;44;adult;fantasy;
Almayer's Folly;0;4.2;6;adult;drama;
Along Came a Spider;0;4.3;1125;adult;crime;mystery;
Altered States;0;3.8;16;adult;
Always Another Dawn;0;4.6;12;adult;adventure;histor;
Always Outnumbered, Always Outgunned;0;4.7;90;adult;crime;mystery;
An American Dream;0;3.6;39;adult;classic;histor;mystery;
American Knees;0;3.8;33;adult;
American Psycho;0;3.7;1617;adult;
American Splendor;0;4.4;22;adult;satire;
An American Tragedy;0;4.2;242;adult;classic;
The Americanization of Emily;0;2.0;1;adult;
Amerika;0;4.1;9;adult;adventure;classic;satire;
The Amityville Horror;0;4.1;229;adult;crime;
Amu Shonali Bose;0;5.0;1;adult;mystery;voyage;
Anatomy of a Murder;0;4.2;84;adult;classic;crime;drama;mystery;
And Now Tomorrow;0;4.2;6;teen;
And Then There Were None;0;4.6;1558;adult;crime;histor;mystery;
The Anderson Tapes;0;3.3;21;adult;crime;mystery;
The Andromeda Strain;0;4.1;568;adult;fantasy;space;
Angel 1957 Elizabeth Taylor;0;4.3;20;adult;
Angel Square;0;3.5;2;child;
Angels and Demons;0;4.0;3269;adult;adventure;histor;mystery;
Anglo-Saxon Attitudes;0;4.3;12;adult;histor;mystery;satire;
The Angry Hills;0;3.9;46;adult;histor;
Animal Farm;0;4.4;2461;adult;animal;classic;comedy;drama;satire;
Anna and the King of Siam;0;4.1;33;adult;histor;western;
Anna Karenina;0;4.1;474;adult;classic;histor;
Anna to the Infinite Power;0;4.7;14;adult;fantasy;
Anne of Avonlea;0;4.6;1434;child;adventure;classic;romance;
Anne of Green Gables;0;4.6;1434;child;adventure;classic;
The Year of the Jellyfish;0;4.3;15;child;animal;
The Anointed;0;3.8;11;adult;histor;
The Antagonists;0;4.3;107;adult;
Anthony Adverse;0;4.5;36;adult;classic;histor;
Apache Rising;0;4.0;2;adult;western;
A Job for Jenny;0;4.5;4;child;
The Apocalypse Watch;0;2.8;68;adult;adventure;mystery;
The Apple Dumpling Gang;0;5.0;1;adult;
Appointment with Death;0;4.2;85;adult;classic;crime;histor;mystery;
The Apprenticeship of Duddy Kravitz;0;3.8;40;adult;comedy;
Armageddon 2419 A.D.;0;3.9;35;adult;fantasy;
Arrowsmith 1925;0;4.2;95;adult;classic;
El Asalto;0;5.0;1;adult;
Ask the Dust;0;4.4;205;adult;
Asking for Trouble;0;4.0;144;adult;
The Asphalt Jungle;0;4.6;12;adult;crime;mystery;
The Assassination Bureau, Ltd;0;3.6;19;adult;classic;
The Assassination of Jesse James by the Coward Robert Ford;0;4.2;70;adult;histor;myth;western;
L'Assommoir;0;4.5;13;adult;classic;
The Astronauts;0;3.8;1043;adult;histor;tragedy;
Asylum 1996;0;4.0;135;adult;adventure;crime;mystery;
At Play in the Fields of the Lord;0;4.5;76;adult;
At the Earth's Core;0;4.4;71;adult;
Atlantis;0;4.1;10730;adult;adventure;fantasy;histor;mystery;tech;
Atonement;0;3.9;1126;adult;crime;mystery;
Audrey Rose;0;4.3;35;adult;mystery;
Auntie Mame;0;4.6;240;adult;satire;
Avalon High;0;4.3;159;teen;adventure;drama;fantasy;myth;tragedy;
The Aviator;0;4.6;286;adult;adventure;histor;tragedy;
Away All Boats;0;4.7;18;adult;
An Awfully Big Adventure;0;4.2;12;adult;mystery;
The Ax 1997;0;4.1;121;adult;mystery;
Baby Love;0;5.0;4;child;
Babylon Babies;0;3.2;21;adult;fantasy;
Back Street;0;4.5;2;adult;classic;drama;
Back When We Were Grownups;0;3.7;309;adult;mystery;
Eric Ambler;0;4.2;163;adult;crime;mystery;
The Bad Seed;0;4.3;96;adult;classic;drama;
Baise-moi;0;3.1;7;adult;fantasy;
The Bait;0;4.8;222;adult;
The Ballad of Cat Ballou;0;3.7;3;adult;
The Ballad of the Flim-Flam Man;0;5.0;3;adult;classic;histor;
Balzac et la petite tailleuse chinoise;0;5.0;4;adult;
Band of Angels;0;4.7;287;adult;adventure;histor;
Bank Shot;0;4.2;96;adult;adventure;mystery;
Banner in the Sky;0;4.4;119;teen;adventure;
The Barefoot Mailman;0;4.5;19;adult;histor;
Basil of Baker Street;0;4.9;9;child;mystery;
Bastard Out of Carolina;0;4.4;287;adult;classic;drama;histor;
Battle Cry;0;4.5;223;adult;adventure;classic;histor;
The Battle of the Villa Fiorita;0;4.6;9;adult;
Battle Royale;0;4.5;13;adult;fantasy;
Battlefield Earth;0;4.0;807;adult;adventure;crime;fantasy;mystery;
Be Cool;0;3.2;99;adult;classic;crime;mystery;
Be Still, My Love;0;4.4;169;adult;
The Beach;0;4.0;705;adult;western;
Beaches;0;4.2;33;adult;
The Beardless Warriors;0;4.7;33;adult;classic;histor;
The Beast Master;0;4.4;14;adult;adventure;fantasy;
The Beast Must Die;0;4.8;4;adult;crime;mystery;
The Beast Within;0;3.9;83;child;fantasy;myth;
Beat the Devil;0;4.5;70;adult;
Beau Brocade;0;3.8;5;adult;
Beau Geste;0;5.0;1;adult;adventure;
Beautiful Creatures;0;4.3;4146;teen;fantasy;histor;
Bedelia;0;4.4;11;adult;classic;crime;mystery;romance;voyage;
Bee Season;0;3.6;361;adult;
Before the Fact;0;4.4;23;adult;classic;crime;mystery;
Behind That Curtain;0;4.5;17;adult;mystery;
Being There;0;4.1;125;adult;classic;satire;
Bel Ami;0;4.3;45;adult;classic;histor;
Belle de Jour;0;4.5;6;adult;
Beloved;0;3.9;995;adult;histor;
Ben-Hur: A Tale of the Christ;0;4.5;252;adult;
Benjamin Blake;0;4.0;3;adult;
Beowulf;0;4.3;351;adult;adventure;classic;
Berlin Alexanderplatz;0;4.3;7;adult;
La Bete humaine;0;4.0;7;adult;classic;histor;
The Betsy;0;4.1;8;adult;mystery;
Beyond This Place;0;4.4;8;adult;classic;mystery;romance;
The BFG;0;4.7;677;child;adventure;classic;fantasy;
Bhowani Junction;0;4.5;2;adult;drama;
Bid Time Return;0;4.1;219;adult;classic;fantasy;romance;space;
The Beginning and the End;0;4.0;18;adult;
The Big Bounce;0;2.8;37;adult;adventure;classic;crime;mystery;
The Big Clock;0;4.2;31;adult;drama;mystery;
Big Fish: A Novel of Mythic Proportions;0;4.2;131;adult;animal;myth;
The Big Fisherman;0;4.3;36;adult;histor;mystery;romance;
The Big Heat;0;4.6;5;adult;mystery;
Big Red;0;4.7;72;child;adventure;animal;classic;
The Big Sleep;0;4.2;407;adult;histor;mystery;
Big Trouble;0;4.0;401;adult;satire;
Biggles;0;5.0;2;child;adventure;
Billion-Dollar Brain;0;4.6;9;adult;classic;mystery;
Billy Bathgate;0;4.3;78;adult;adventure;histor;
Billy Liar;0;4.2;6;adult;adventure;classic;satire;
Birdy;0;4.7;27;adult;classic;mystery;
The Bishop's Wife;0;3.4;182;adult;crime;mystery;
The Bitch;0;3.9;81;adult;
Bitter Moon;0;5.0;1;adult;
The Bitter Tea of General Yen;0;4.4;7;adult;classic;drama;mystery;
Black Alibi;0;4.3;3;adult;crime;mystery;
The Black Angel;0;4.1;77;adult;animal;histor;romance;
The Black Arrow: A Tale of the Two Roses;0;4.5;2;adult;classic;
Black Beauty;0;4.5;410;child;animal;classic;
The Black Camel;0;4.6;31;adult;mystery;
The Black Curtain;0;4.1;7;adult;crime;mystery;
The Black Dahlia;0;3.9;297;adult;histor;mystery;
Black Narcissus;0;4.5;13;adult;
The Black Path of Fear;0;3.0;4;adult;crime;mystery;
The Black Rose;0;4.0;1;adult;
The Black Stallion;0;4.8;319;child;adventure;animal;classic;
Black Sunday;0;3.9;81;adult;mystery;
The Blackboard Jungle;0;4.7;17;adult;
Blackbeard's Ghost;0;4.4;7;adult;
The Blank Wall;0;4.8;4;adult;classic;crime;mystery;
Blaze of Noon;0;4.9;7;adult;
Bleak House;0;4.4;391;adult;classic;histor;mystery;
Bless the Beasts and Children;0;3.5;101;adult;classic;histor;
Bless the Child;0;4.2;43;adult;mystery;
The Blessing;0;4.3;25;adult;comedy;satire;
Blood and Chocolate;0;4.5;457;child;fantasy;romance;
Blood Brother;0;4.5;20;adult;adventure;classic;drama;histor;western;
Blood on the Moon;0;4.6;119;adult;drama;histor;
The Blood Oranges;0;3.9;9;adult;comedy;mystery;
Blood Work;0;4.4;467;adult;crime;mystery;
Blue Fin;0;4.3;3;adult;classic;
The Blue Lagoon;0;4.0;140;adult;
The Body;0;3.9;46;adult;adventure;
The Body Snatchers;0;4.4;97;adult;classic;fantasy;
The Bonfire of the Vanities;0;4.2;322;adult;
Bonjour Tristesse;0;4.3;57;adult;adventure;
Boogiepop and Others;0;4.8;4;adult;mystery;
The Book of Daniel;0;3.8;64;adult;
Das Boot;0;4.7;40;adult;histor;
The Border Legion;0;4.1;61;adult;
Border Town;0;4.1;18;adult;classic;space;
The Borrowers;0;4.5;249;child;classic;fantasy;
The Bostonians;0;3.9;40;adult;classic;histor;
The Bourne Identity;0;4.2;1734;adult;adventure;mystery;
The Bourne Supremacy;0;4.0;221;adult;adventure;mystery;
The Bourne Ultimatum;0;3.6;167;adult;adventure;mystery;
The Bourne Legacy;0;3.1;246;adult;crime;mystery;
The Boy in the Striped Pyjamas;0;4.5;1315;child;histor;
The Boys from Brazil;0;4.4;149;adult;classic;mystery;
The Brave Bulls;0;3.4;7;adult;western;
The Brave Cowboy;0;4.7;56;child;adventure;histor;western;
The Brave Little Toaster: A Bedtime Story for Small Appliances;0;4.3;7;child;
Brave New World;0;4.2;1890;adult;classic;fantasy;
Breakfast of Champions;0;4.2;544;adult;classic;satire;
Breakfast on Pluto;0;4.0;38;adult;drama;histor;tragedy;
Breakfast with Scot;0;4.3;19;adult;satire;
Breakheart Pass;0;4.4;29;adult;histor;mystery;western;
