Book;Movie;IMDb ID;IMDb Rating;Gross Revenue;Budget;Net Profit
The Mosquito Coast;The Mosquito Coast;tt0091557;6.6;14302779;25000000;-10697221
Mother Night;Mother Night;tt0117093;7.2;392362;6000000;-5607638
Mrs. Frisby and the Rats of NIMH;The Secret of NIMH;tt0084649;7.6;14665733;7000000;7665733
Murphy’s Romance: A Novel;Murphy's Romance;tt0089643;6.9;30762621;13000000;17762621
Mute Witness;Bullitt;tt0062765;7.5;42300873;5500000;36800873
The Mysterious Island;20,000 Leagues Under the Sea;tt0046672;7.2;28200000;5000000;23200000
Mystic River;Mystic River;tt0327056;8.0;156822020;30000000;126822020
Naked Lunch;Naked Lunch;tt0102511;7.1;2541541;16000000;-13458459
The Nanny Diaries;The Nanny Diaries;tt0489237;6.2;25925170;20000000;5925170
The Natural (Bernard Malamud);The Natural;tt0087781;7.5;47951979;28000000;19951979
The Neverending Story;Die unendliche Geschichte;tt0088323;7.4;100000000;27000000;73000000
The Night of the Iguana;The Night of the Iguana;tt0058404;7.8;12000000;3000000;9000000
Night Watch (Sergey Lukyanenko);Nochnoy dozor;tt0403358;6.5;31933365;4200000;27733365
Nine and a Half Weeks: A Memoir of a Love Affair;Nine 1/2 Weeks;tt0091635;5.9;6734844;17000000;-10265156
No Country for Old Men;No Country for Old Men;tt0477348;8.1;171627166;25000000;146627166
Northern Lights (Philip Pullman);The Golden Compass;tt0385752;6.1;372234864;180000000;192234864
Northwest Passage;'Northwest Passage' (Book I -- Rogers' Rangers);tt0032851;7.1;3150000;2677762;472238
The Notebook (Nicholas Sparks);The Notebook;tt0332280;7.9;116072707;29000000;87072707
Nothing Lasts Forever;Die Hard;tt0095016;8.2;140767956;28000000;112767956
Nurse Matilda;Nanny McPhee;tt0396752;6.6;122489822;25000000;97489822
Odyssey (Homer);O Brother, Where Art Thou?;tt0190590;7.8;45506619;26000000;19506619
Oil! (Upton Sinclair);There Will Be Blood;tt0469494;8.1;40218903;25000000;15218903
On Her Majesty's Secret Service;On Her Majesty's Secret Service;tt0064757;6.8;87400000;7000000;80400000
On Stranger Tides;Pirates of the Caribbean: On Stranger Tides;tt1298650;6.7;1045713802;250000000;795713802
One Flew Over the Cuckoo's Nest;One Flew Over the Cuckoo's Nest;tt0073486;8.7;112000000;4400000;107600000
One for the Money;One for the Money;tt1598828;5.3;36893721;40000000;-3106279
One Gallant Rush;Glory;tt0097441;7.9;26830000;18000000;8830000
One Shot;Jack Reacher;tt0790724;7.0;218340595;57000000;161340595
The Onion Field;The Onion Field;tt0079668;7.0;9890597;2000000;7890597
Lauran Paine;Open Range;tt0316356;7.5;68296293;22000000;46296293
Ordinary People;Ordinary People;tt0081283;7.8;54766923;6000000;48766923
Orlando: A Biography;Orlando;tt0107756;7.2;5289772;4000000;1289772
The Other Boleyn Girl;The Other Boleyn Girl;tt0467200;6.7;26814957;35000000;-8185043
Out of Sight (Elmore Leonard);Out of Sight;tt0120780;7.1;37339525;48000000;-10660475
The Outsiders (S. E. Hinton);The Outsiders;tt0086066;7.2;25600000;10000000;15600000
The Painted Veil;The Painted Veil;tt0446755;7.5;26522838;19400000;7122838
A Passage to India;A Passage to India;tt0087892;7.4;27187653;16000000;11187653
Patriot Games;Patriot Games;tt0105112;6.9;178000000;42000000;136000000
The Pelican Brief;The Pelican Brief;tt0107798;6.5;195268056;45000000;150268056
The Penal Colony (Richard Herley);No Escape;tt0110678;6.0;15340000;20000000;-4660000
Percy Jackson and the Olympians;Percy Jackson & the Olympians: The Lightning Thief;tt0814255;5.9;226497209;95000000;131497209
Pet Sematary;Pet Sematary;tt0098084;6.6;57469179;11500000;45969179
Peter Pan, or The Boy Who Wouldn't Grow Up;Finding Neverland;tt0308644;7.8;116766556;25000000;91766556
The Phantom of the Opera;The Phantom of the Opera;tt0293508;7.4;154648887;70000000;84648887
El Pianista;The Pianist;tt0253474;8.5;120072577;35000000;85072577
The Pillar of Light;The Work and the Glory;tt0410454;6.9;3347647;7500000;-4152353
The Pirates! (Gideon Defoe);The Pirates! In an Adventure with Scientists;tt1430626;6.7;123054041;68054041;55000000
La Planete des singes;Planet of the Apes;tt0063442;8.0;33395426;5800000;27595426
The Polar Express;The Polar Express;tt0338348;6.6;307514317;165000000;142514317
Le Pont de la Riviere Kwai;The Bridge on the River Kwai;tt0050212;8.2;44908000;3000000;41908000
The Pope of Greenwich Village;The Pope of Greenwich Village;tt0087932;6.7;6836201;8000000;-1163799
The Poseidon Adventure;The Poseidon Adventure;tt0069113;7.1;84563118;5000000;79563118
The Positronic Man;Bicentennial Man;tt0182789;6.8;93700000;100000000;-6300000
Possession: A Romance;Possession;tt0256276;6.4;10103647;25000000;-14896353
The Postman (David Brin);The Postman;tt0119925;5.9;17626234;80000000;-62373766
Pride and Prejudice;Pride & Prejudice;tt0414387;7.8;121147947;28000000;93147947
The Prince of Tides;The Prince of Tides;tt0102713;6.6;74787599;30000000;44787599
The Princess Bride;The Princess Bride;tt0093779;8.1;30857814;16000000;14857814
The Princess Diaries;The Princess Diaries;tt0247638;6.2;165335153;37000000;128335153
A Princess of Mars;John Carter;tt0401729;6.6;284139100;263700000;20439100
The Prisoner of Zenda;The Prisoner of Zenda;tt0079753;4.9;2425315;12500000;-10074685
Psycho (Robert Bloch);Psycho;tt0054215;8.5;50000000;806947;49193053
Psycho II;Psycho II;tt0086154;6.4;34725000;5000000;29725000
Pursuit (Richard Unekis);Dirty Mary Crazy Larry;tt0071424;6.7;28401735;2000000;26401735
The Queen of the Damned;Queen of the Damned;tt0238546;5.2;45479110;35000000;10479110
Quentin Durward;Quentin Durward;tt0048528;6.4;2175000;2470000;-295000
The Quick and the Dead;The Quick and the Dead;tt0114214;6.4;18636537;32000000;-13363463
The Quiet American;The Quiet American;tt0258068;7.1;12987647;30000000;-17012353
Radio Free Albemuth;Radio Free Albemuth;tt1129396;5.8;5553;3600000;-3594447
The Rainbird Pattern;Family Plot;tt0074512;6.8;13200000;4490375;8709625
The Rainmaker;The Rainmaker;tt0119978;7.1;45856732;40000000;5856732
Raise the Titanic!;Raise the Titanic;tt0081400;4.6;7000000;36000000;-29000000
Random Hearts;Random Hearts;tt0156934;5.0;74160911;64000000;10160911
Ratman's Notebooks;Willard;tt0310357;6.1;8546666;22000000;-13453334
The Razor's Edge;The Razor's Edge;tt0087980;6.6;6551987;13000000;-6448013
The Reader;The Reader;tt0976051;7.6;34194407;32000000;2194407
The Rebel Outlaw: Josey Wales;The Outlaw Josey Wales;tt0075029;7.9;38000000;3700000;34300000
Red Alert;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;tt0057012;8.5;9440272;1800000;7640272
Red Dragon (Thomas Harris);Manhunter;tt0091474;7.2;8620929;15000000;-6379071
The Remains of the Day;The Remains of the Day;tt0107943;7.9;22954968;11500000;11454968
The Rescuers;The Rescuers;tt0076618;6.9;71215869;1200000;70015869
The Return of the King;The Lord of the Rings: The Return of the King;tt0167260;8.9;1119929521;94000000;1025929521
Revolutionary Road;Revolutionary Road;tt0959337;7.3;75225693;35000000;40225693
The Highland Rogue;Rob Roy;tt0114287;6.9;31600000;28000000;3600000
The Robe;The Robe;tt0046247;6.8;36000000;5000000;31000000
A Room with a View;A Room with a View;tt0091867;7.4;20966644;3000000;17966644
Rosemary's Baby;Rosemary's Baby;tt0063522;8.0;33395426;2300000;31095426
The Rules of Attraction;The Rules of Attraction;tt0292644;6.8;11805917;4000000;7805917
Rum Punch;Jackie Brown;tt0119396;7.5;74727492;12000000;62727492
The Runaway Jury;Runaway Jury;tt0313542;7.1;67338219;60000000;7338219
Paula Gosling;Cobra;tt0090859;5.6;160000000;25000000;135000000
The Running Man;The Running Man;tt0093894;6.6;38122105;27000000;11122105
Sahara;Sahara;tt0318649;6.0;119269486;130000000;-10730514
The Sand Pebbles;The Sand Pebbles;tt0060934;7.7;30017647;12000000;18017647
A Scanner Darkly;A Scanner Darkly;tt0405296;7.1;7659918;8500000;-840082
Armitage Trail;Scarface;tt0086250;8.3;65884703;25000000;40884703
Schindler's Ark;Schindler's List;tt0108052;8.9;321306305;22000000;299306305
The Secret Life of Bees;The Secret Life of Bees;tt0416212;7.3;39947322;11000000;28947322
Sense and Sensibility;Sense and Sensibility;tt0114388;7.7;135000000;16500000;118500000
The Shining;The Shining;tt0081505;8.4;44017374;19000000;25017374
The Shipping News;The Shipping News;tt0120824;6.8;24690441;35000000;-10309559
Shutter Island;Shutter Island;tt1130884;8.1;294804195;80000000;214804195
Sideways;Sideways;tt0375063;7.6;109706931;12000000;97706931
The Siege of Trencher's Farm;Straw Dogs;tt0999913;5.8;10324441;25000000;-14675559
The Silence of the Lambs;The Silence of the Lambs;tt0102926;8.6;272742922;19000000;253742922
A Simple Plan;A Simple Plan;tt0120324;7.5;16311763;17000000;-688237
Simple Simon;Mercury Rising;tt0120749;6.1;93107289;60000000;33107289
The Sisterhood of the Traveling Pants;The Sisterhood of the Traveling Pants;tt0403508;6.6;42013878;25000000;17013878
Skipping Christmas;Christmas with the Kranks;tt0388419;5.2;96572480;60000000;36572480
Sleeping with the Enemy;Sleeping with the Enemy;tt0102945;6.1;174999005;19000000;155999005
Sliver;Sliver;tt0108162;4.9;116300000;40000000;76300000
Something Wicked This Way Comes;Something Wicked This Way Comes;tt0086336;6.8;8400000;19000000;-10600000
The Space Vampires;Lifeforce;tt0089489;6.1;11603545;25000000;-13396455
Spartacus;Spartacus;tt0054331;7.9;60000000;12000000;48000000
Sphere;Sphere;tt0120184;6.0;37020277;75000000;-37979723
Spider (Patrick McGarth);Spider;tt0278731;6.9;3821651;8000000;-4178349
The Spiderwick Chronicles;The Spiderwick Chronicles;tt0416236;6.6;162839667;90000000;72839667
The Spy Who Loved Me;The Spy Who Loved Me;tt0076752;7.1;185400000;14000000;171400000
Stardust (Neil Gaiman);Stardust;tt0486655;7.7;135560026;70000000;65560026
Stars In My Crown;Stars in My Crown;tt0042998;7.6;2146000;1175000;971000
Starship Troopers;Starship Troopers;tt0120201;7.2;121214377;100000000;21214377
A Stir of Echoes;Stir of Echoes;tt0164181;7.0;21133087;12000000;9133087
Strange Case of Dr Jekyll and Mr Hyde;The Strange Case of Dr. Jekyll and Mr. Hyde;tt0472186;3.9;19111;750000;-730889
Strip Tease (Carl Hiaasen);Striptease;tt0117765;4.3;113309743;40000000;73309743
Stuart Little;Stuart Little;tt0164912;5.9;300135367;133000000;167135367
Stupeur et Tremblement;Vertigo;tt0052357;8.4;25000000;2479000;22521000
The Sum of All Fears;The Sum of All Fears;tt0164184;6.4;193921372;68000000;125921372
Summer Pass;Yihe yuan;tt0794374;7.0;62707;2500000;-2437293
The Swarm (Arthur Herzog);The Swarm;tt0078350;4.3;10000000;21000000;-11000000
Tales of the South Pacific;South Pacific;tt0052225;7.0;36800000;6000000;30800000
Terms of Endearment;Terms of Endearment;tt0086425;7.4;108423489;8000000;100423489
These Foolish Things;The Best Exotic Marigold Hotel;tt1412386;7.3;136836156;10000000;126836156
Thor (Wayne Smith);Bad Moon;tt0115610;5.6;1055525;7000000;-5944475
Thunderball;Thunderball;tt0059800;7.0;141200000;9000000;132200000
Three-Ten to Yuma;3:10 to Yuma;tt0381849;7.8;53606916;55000000;-1393084
The Three Worlds of Johnny Handsome;Johnny Handsome;tt0097626;6.1;7237794;20000000;-12762206
A Time to Kill;A Time to Kill;tt0117913;7.4;152266007;40000000;112266007
The Time Traveler's Wife;The Time Traveler's Wife;tt0452694;7.1;101344412;39000000;62344412
Timeline (Michael Crichton);Timeline;tt0300556;5.6;43935763;80000000;-36064237
To Catch a Thief;To Catch a Thief;tt0048728;7.5;8750000;2500000;6250000
To Kill a Mockingbird;To Kill a Mockingbird;tt0056592;8.4;13129846;2000000;11129846
To Sir, With Love;To Sir, with Love;tt0062376;7.7;42432803;640000;41792803
The Tower (Richard Martin Stern);The Towering Inferno;tt0072308;6.9;139700000;14000000;125700000
Trainspotting;Trainspotting;tt0117951;8.2;16501785;3500000;13001785
Treasure Island;Treasure Planet;tt0133240;7.1;109578115;140000000;-30421885
The Treasure of the Sierra Madre;The Treasure of the Sierra Madre;tt0040897;8.3;4307000;3000000;1307000
Les Trois Mousquetaires;The Three Musketeers;tt1509767;5.8;132274484;75000000;57274484
True Grit;True Grit;tt1403865;7.7;252276927;38000000;214276927
The Twenty-fifth Hour;25th Hour;tt0307901;7.7;13060843;15000000;-1939157
Twilight (Stephenie Meyer);Twilight;tt1099212;5.2;392616625;37000000;355616625
New Moon;The Twilight Saga: New Moon;tt1259571;4.6;709827462;50000000;659827462
Eclipse;The Twilight Saga: Eclipse;tt1325004;4.9;698491347;68000000;630491347
Breaking Dawn;The Twilight Saga: Breaking Dawn - Part 2;tt1673434;5.6;832660037;120000000;712660037
The Two Towers;The Lord of the Rings: The Two Towers;tt0167261;8.7;926047111;94000000;832047111
The Unbearable Lightness of Being;The Unbearable Lightness of Being;tt0096332;7.4;10006806;17000000;-6993194
Union Street (Pat Barker);Stanley & Iris;tt0100680;6.2;5820015;23000000;-17179985
Valley of the Dolls;Valley of the Dolls;tt0062430;5.8;50000000;5000000;45000000
Vampire$;Vampires;tt0120877;6.1;20241395;20000000;241395
Vanity Fair (William Makepeace Thackeray);Vanity Fair;tt0241025;6.2;19247496;23000000;-3752504
Vengeance: The True Story of an Israeli Counter-Terrorist Team;Munich;tt0408306;7.6;130358911;70000000;60358911
Vengeance Valley;Vengeance Valley;tt0044186;5.9;3146000;1008000;2138000
A Very Private Gentleman;The American;tt1440728;6.3;67876281;20000000;47876281
Vespers in Vienna;The Red Danube;tt0041788;6.4;1859000;1961000;-102000
The Vicomte of Bragelonne: Ten Years Later;The Man in the Iron Mask;tt0120744;6.4;182968902;35000000;147968902
Vingt mille lieues sous les mers;20,000 Leagues Under the Sea;tt0046672;7.2;28200000;5000000;23200000
Voyage au centre de la Terre;Journey to the Center of the Earth;tt0373051;5.8;241995151;45000000;196995151
The Wages of Fear;Sorcerer;tt0076740;7.7;9000000;12000000;-3000000
A Walk to Remember;A Walk to Remember;tt0281358;7.4;41227069;11000000;30227069
Waltz into Darkness;La sirène du Mississipi;tt0064990;7.2;26893;1600000;-1573107
War and Peace;War and Peace;tt0049934;6.8;12500000;6500000;6000000
War Horse (Michael Morpurgo);War Horse;tt1568911;7.2;177584879;66000000;111584879
The War of the Worlds;The War of the Worlds;tt0046534;7.1;4360000;2000000;2360000
Water for Elephants;Water for Elephants;tt1067583;6.9;117094902;38000000;79094902
What Dreams May Come;What Dreams May Come;tt0120889;7.0;71485043;85000000;-13514957
What's the Worst Thing That Could Happen?;What's the Worst That Could Happen?;tt0161083;5.4;32095318;45000000;-12904682
Where the Wild Things Are;Where the Wild Things Are;tt0386117;6.8;100086793;100000000;86793
White Fang;White Fang;tt0103247;6.6;34793160;14000000;20793160
Who Censored Roger Rabbit?;Who Framed Roger Rabbit;tt0096438;7.7;349200000;70000000;279200000
Winnie-the-Pooh;Winnie the Pooh;tt1449283;7.3;50145607;30000000;20145607
Winter's Bone;Winter's Bone;tt1399683;7.2;13831503;2000000;11831503
The Witches of Eastwick;The Witches of Eastwick;tt0094332;6.5;63766510;22000000;41766510
The Wolfen;Wolfen;tt0083336;6.3;10626725;17000000;-6373275
The Woman Chaser (Charles Willeford);The Woman Chaser;tt0217894;7.2;110720;1200000;-1089280
The Woman in Black (Susan Hill);The Woman in Black;tt1596365;6.4;127730736;17000000;110730736
Wonder Boys (Michael Chabon);Wonder Boys;tt0185014;7.4;19389454;35000000;-15610546
The Wonderful Wizard of Oz;The Wizard of Oz;tt0032138;8.1;22202612;2777000;19425612
The World According to Garp;The World According to Garp;tt0084917;7.2;29712172;17000000;12712172
The Year of Living Dangerously;The Year of Living Dangerously;tt0086617;7.2;10278575;13000000;-2721425
The Year of the Angry Rabbit;Night of the Lepus;tt0069005;4.0;3711923;900000;2811923
You Only Live Twice;You Only Live Twice;tt0062512;6.9;111600000;9500000;102100000
Zathura;Zathura: A Space Adventure;tt0406375;6.1;64321501;65000000;-678499
Zorba the Greek;Alexis Zorbas;tt0057831;7.8;23500000;783000;22717000
